Latitude,Longitude,Date,MODIS_Tile,MOD15A2H_006_Line_Y_500m,MOD15A2H_006_Sample_X_500m,MOD15A2H_006_FparStdDev_500m,MOD15A2H_006_Fpar_500m,MOD15A2H_006_FparLai_QC,MOD15A2H_006_FparExtra_QC,MOD15A2H_006_FparLai_QC_bitmask,MOD15A2H_006_FparLai_QC_MODLAND,MOD15A2H_006_FparLai_QC_MODLAND_Description,MOD15A2H_006_FparLai_QC_Sensor,MOD15A2H_006_FparLai_QC_Sensor_Description,MOD15A2H_006_FparLai_QC_DeadDetector,MOD15A2H_006_FparLai_QC_DeadDetector_Description,MOD15A2H_006_FparLai_QC_CloudState,MOD15A2H_006_FparLai_QC_CloudState_Description,MOD15A2H_006_FparLai_QC_SCF_QC,MOD15A2H_006_FparLai_QC_SCF_QC_Description,MOD15A2H_006_FparExtra_QC_bitmask,MOD15A2H_006_FparExtra_QC_Cloud_Shadow,MOD15A2H_006_FparExtra_QC_Cloud_Shadow_Description,MOD15A2H_006_FparExtra_QC_SCF_Biome_Mask,MOD15A2H_006_FparExtra_QC_SCF_Biome_Mask_Description,MOD15A2H_006_FparExtra_QC_LandSea_Pass-Thru,MOD15A2H_006_FparExtra_QC_LandSea_Pass-Thru_Description,MOD15A2H_006_FparExtra_QC_Snow_Ice,MOD15A2H_006_FparExtra_QC_Snow_Ice_Description,MOD15A2H_006_FparExtra_QC_Aerosol,MOD15A2H_006_FparExtra_QC_Aerosol_Description,MOD15A2H_006_FparExtra_QC_Cirrus,MOD15A2H_006_FparExtra_QC_Cirrus_Description,MOD15A2H_006_FparExtra_QC_Internal_CloudMask,MOD15A2H_006_FparExtra_QC_Internal_CloudMask_Description
38.4133,-120.9508,2018-07-04,h08v05,380.0,1254.0,0.04,0.3,0.0,128.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10000000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2018-07-12,h08v05,380.0,1254.0,0.07,0.25,0.0,128.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10000000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2018-07-20,h08v05,380.0,1254.0,0.08,0.31,0.0,128.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10000000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2018-07-28,h08v05,380.0,1254.0,0.07,0.33,0.0,136.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10001000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b1,Average or high aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2018-08-05,h08v05,380.0,1254.0,0.06,0.33,0.0,136.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10001000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b1,Average or high aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2018-08-13,h08v05,380.0,1254.0,0.09,0.31,16.0,136.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,"Main (RT) method used, best result possible (no saturation)",0b10001000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b1,Average or high aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2018-08-21,h08v05,380.0,1254.0,0.08,0.3,0.0,136.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10001000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b1,Average or high aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2018-08-29,h08v05,380.0,1254.0,0.08,0.28,0.0,136.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10001000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b1,Average or high aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2018-09-06,h08v05,380.0,1254.0,0.08,0.31,0.0,128.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10000000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2018-09-14,h08v05,380.0,1254.0,0.08,0.3,0.0,128.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10000000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2018-09-22,h08v05,380.0,1254.0,0.08,0.31,0.0,128.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10000000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2018-09-30,h08v05,380.0,1254.0,0.08,0.3,0.0,128.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10000000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2018-10-08,h08v05,380.0,1254.0,0.07,0.26,0.0,128.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10000000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2018-10-16,h08v05,380.0,1254.0,0.07,0.27,0.0,128.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10000000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2018-10-24,h08v05,380.0,1254.0,0.07,0.3,0.0,128.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10000000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2018-11-01,h08v05,380.0,1254.0,0.11,0.23,0.0,128.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10000000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2018-11-09,h08v05,380.0,1254.0,0.07,0.3,8.0,136.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)",0b10001000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b1,Average or high aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2018-11-17,h08v05,380.0,1254.0,0.1,0.27,16.0,136.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,"Main (RT) method used, best result possible (no saturation)",0b10001000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b1,Average or high aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2018-11-25,h08v05,380.0,1254.0,0.08,0.18,0.0,128.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10000000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2018-12-03,h08v05,380.0,1254.0,0.06,0.35,16.0,136.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,"Main (RT) method used, best result possible (no saturation)",0b10001000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b1,Average or high aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2018-12-11,h08v05,380.0,1254.0,0.06,0.34,16.0,128.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,"Main (RT) method used, best result possible (no saturation)",0b10000000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2018-12-19,h08v05,380.0,1254.0,0.04,0.38,8.0,136.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)",0b10001000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b1,Average or high aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2018-12-27,h08v05,380.0,1254.0,0.05,0.44,0.0,128.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10000000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2019-01-01,h08v05,380.0,1254.0,0.0,0.38,8.0,136.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)",0b10001000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b1,Average or high aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2019-01-09,h08v05,380.0,1254.0,0.04,0.5,0.0,136.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10001000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b1,Average or high aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2019-01-17,h08v05,380.0,1254.0,0.04,0.61,0.0,128.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10000000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2019-01-25,h08v05,380.0,1254.0,0.04,0.54,0.0,128.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10000000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2019-02-02,h08v05,380.0,1254.0,0.05,0.64,0.0,128.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10000000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2019-02-10,h08v05,380.0,1254.0,0.04,0.61,0.0,128.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10000000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2019-02-18,h08v05,380.0,1254.0,0.03,0.69,0.0,128.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10000000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2019-02-26,h08v05,380.0,1254.0,248.0,0.17,105.0,160.0,0b01101001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used",0b10100000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b1,Clouds were detected
38.4133,-120.9508,2019-03-06,h08v05,380.0,1254.0,0.05,0.64,0.0,136.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10001000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b1,Average or high aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2019-03-14,h08v05,380.0,1254.0,0.05,0.61,0.0,128.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10000000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2019-03-22,h08v05,380.0,1254.0,0.05,0.58,16.0,136.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,"Main (RT) method used, best result possible (no saturation)",0b10001000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b1,Average or high aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2019-03-30,h08v05,380.0,1254.0,0.04,0.63,0.0,128.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10000000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2019-04-07,h08v05,380.0,1254.0,0.04,0.79,0.0,128.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10000000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2019-04-15,h08v05,380.0,1254.0,0.04,0.75,0.0,128.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10000000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2019-04-23,h08v05,380.0,1254.0,0.03,0.78,0.0,128.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10000000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2019-05-01,h08v05,380.0,1254.0,0.04,0.67,0.0,128.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10000000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2019-05-09,h08v05,380.0,1254.0,0.05,0.55,0.0,128.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10000000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2019-05-17,h08v05,380.0,1254.0,0.05,0.54,16.0,136.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,"Main (RT) method used, best result possible (no saturation)",0b10001000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b1,Average or high aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2019-05-25,h08v05,380.0,1254.0,0.05,0.4,0.0,128.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10000000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2019-06-02,h08v05,380.0,1254.0,0.06,0.4,0.0,128.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10000000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2019-06-10,h08v05,380.0,1254.0,0.07,0.35,0.0,128.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10000000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2019-06-18,h08v05,380.0,1254.0,0.06,0.32,0.0,128.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10000000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2019-06-26,h08v05,380.0,1254.0,0.06,0.32,0.0,128.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10000000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2019-07-04,h08v05,380.0,1254.0,0.06,0.33,0.0,136.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10001000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b1,Average or high aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
38.4133,-120.9508,2019-07-12,h08v05,380.0,1254.0,0.08,0.28,0.0,128.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10000000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
