Latitude,Longitude,Date,Orbit Number,Scene ID,Build ID,Orbit Correction Performed,ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinst,ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_bitmask,ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_ContinuousLayer,ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_ContinuousLayer_Description
31.7365,-109.9419,2020-10-05 18:50:41 UTC,12759,003,0601,True,60.9902382,19.4992447,0b00000000000000000000000000010011,0b0,Continuous
31.7365,-109.9419,2020-10-09 17:17:24 UTC,12820,001,0601,True,54.6931953,16.131712,0b00000000000000000000000000010000,0b0,Continuous
31.7365,-109.9419,2020-10-16 14:56:17 UTC,12927,003,0601,True,36.2860947,8.9499893,0b00000000000000000000000000001000,0b0,Continuous
31.7365,-109.9419,2020-10-17 14:09:09 UTC,12942,003,0601,True,28.9456406,15.8413105,0b00000000000000000000000000001111,0b0,Continuous
31.7365,-109.9419,2020-10-17 22:18:32 UTC,12947,014,0601,True,39.8191833,5.6168261,0b00000000000000000000000000000101,0b0,Continuous
31.7365,-109.9419,2020-10-21 20:44:33 UTC,13008,011,0601,True,51.7241783,9.9767075,0b00000000000000000000000000001001,0b0,Continuous
31.7365,-109.9419,2020-11-02 16:01:28 UTC,13191,007,0601,True,76.913475,22.1326599,0b00000000000000000000000000010110,0b0,Continuous
31.7365,-109.9419,2020-11-24 23:16:39 UTC,13537,001,0601,True,27.7367172,27.3798599,0b00000000000000000000000000011011,0b0,Continuous
31.7365,-109.9419,2020-11-28 21:43:31 UTC,13598,001,0601,True,36.0558624,14.7460985,0b00000000000000000000000000001110,0b0,Continuous
31.7365,-109.9419,2020-12-02 20:10:10 UTC,13659,002,0601,True,40.8247032,43.1700058,0b00000000000000000000000000101011,0b0,Continuous
31.7365,-109.9419,2020-12-06 18:36:35 UTC,13720,001,0601,True,67.5638351,66.1707077,0b00000000000000000000000001000010,0b0,Continuous
